"Relative Time (Process)","pi_hanoi_300_subtasks_no_masking - system/gpu.0.powerWatts","pi_hanoi_300_subtasks_no_masking - system/gpu.0.powerWatts__MIN","pi_hanoi_300_subtasks_no_masking - system/gpu.0.powerWatts__MAX"
"9615.523703498","426.003","426.003","426.003"
"9630.523768549","429.965","429.965","429.965"
"9645.523463204","431.935","431.935","431.935"
"9660.523814158","426.899","426.899","426.899"
"9675.523147841","431.184","431.184","431.184"
"9690.52340805","429.991","429.991","429.991"
"9705.523007661","432.794","432.794","432.794"
"9720.523161903","431.11","431.11","431.11"
"9735.524183979","430.985","430.985","430.985"
"9750.523644287","429.902","429.902","429.902"
"9765.523557961","424.403","424.403","424.403"
"9780.523037086","430.089","430.089","430.089"
"9795.523393411","431.677","431.677","431.677"
"9810.523391681","425.527","425.527","425.527"
"9825.524295716","429.704","429.704","429.704"
"9840.523097818","430.582","430.582","430.582"
"9855.523275281","424.765","424.765","424.765"
"9870.524090402","433.5","433.5","433.5"
"9885.523096381","431.41","431.41","431.41"
"9900.523515238","425.522","425.522","425.522"
"9915.523520619","432.858","432.858","432.858"
"9930.52314517","431.084","431.084","431.084"
"9945.523509207","427.145","427.145","427.145"
"9960.523218105","436.865","436.865","436.865"
"9975.523276932","430.207","430.207","430.207"
"9990.523096784","432.53","432.53","432.53"
"10005.523496255","435.188","435.188","435.188"
"10020.523751899","425.626","425.626","425.626"
"10035.523725539","430.246","430.246","430.246"
"10050.524226309","426.666","426.666","426.666"
"10065.522598778","428.686","428.686","428.686"
"10080.522645613","430.547","430.547","430.547"
"10095.523039038","427.032","427.032","427.032"
"10110.522547796","428.096","428.096","428.096"
"10125.523534777","430.249","430.249","430.249"
"10140.522996966","424.721","424.721","424.721"
"10155.522932084","433.556","433.556","433.556"
"10170.522925371","429.979","429.979","429.979"
"10185.523093002","425.608","425.608","425.608"
"10200.523337674","437.255","437.255","437.255"
"10215.524058783","430.61","430.61","430.61"
"10230.523987249","425.987","425.987","425.987"
"10245.52382174","429.248","429.248","429.248"
"10260.522556817","430.699","430.699","430.699"
"10275.523531716","432.269","432.269","432.269"
"10290.522932944","431.386","431.386","431.386"
"10305.522698128","428.006","428.006","428.006"
"10320.523317041","430.868","430.868","430.868"
"10335.523137627","428.177","428.177","428.177"
"10350.523400273","431.491","431.491","431.491"
"10365.523481811","431.015","431.015","431.015"
"10380.523382605","425.875","425.875","425.875"
"10395.523305447","427.857","427.857","427.857"
"10410.524518989","430.605","430.605","430.605"
"10425.523154081","423.889","423.889","423.889"
"10440.523430979","425.749","425.749","425.749"
"10455.523778469","431.076","431.076","431.076"
"10470.523473435","428.254","428.254","428.254"
"10485.522782566","437.591","437.591","437.591"
"10500.523564239","83.896","83.896","83.896"
"10515.523394776","80.399","80.399","80.399"
"10530.523247174","77.889","77.889","77.889"
"10545.523088747","74.957","74.957","74.957"
"10560.522930427","73.004","73.004","73.004"
"10575.522732378","72.775","72.775","72.775"
"10590.52243719","71.087","71.087","71.087"
"10605.523253672","70.658","70.658","70.658"
"10620.523259963","70.407","70.407","70.407"
"10635.523197104","70.497","70.497","70.497"
"10650.522466952","70.22","70.22","70.22"
"10665.522979458","70.438","70.438","70.438"
"10680.523405518","70.05","70.05","70.05"
"10695.523241437","70.201","70.201","70.201"
"10710.52322965","70.055","70.055","70.055"
"10725.523073573","70.026","70.026","70.026"
"10740.522376495","70.021","70.021","70.021"
"10755.523318104","70.003","70.003","70.003"
"10770.523146972","70.014","70.014","70.014"
"10785.52251132","69.807","69.807","69.807"
"10800.522668444","69.877","69.877","69.877"
"10815.522789148","69.999","69.999","69.999"
"10830.523168978","69.887","69.887","69.887"
"10845.523550663","69.799","69.799","69.799"
"10860.523094222","69.892","69.892","69.892"
"10875.523095002","69.943","69.943","69.943"
"10890.523388873","69.866","69.866","69.866"
"10905.522515444","69.904","69.904","69.904"
"10920.522867661","69.845","69.845","69.845"
"10935.522593843","69.866","69.866","69.866"
"10950.523182987","69.808","69.808","69.808"
"10965.52365618","69.801","69.801","69.801"
"10980.523105459","69.777","69.777","69.777"
"10995.523017113","69.728","69.728","69.728"
"11010.522953241","69.707","69.707","69.707"
"11025.52216864","69.776","69.776","69.776"
"11040.52254017","69.833","69.833","69.833"
"11055.525988576","411.802","411.802","411.802"
"11070.52300264","412.01","412.01","412.01"
"11085.524535367","414.837","414.837","414.837"
"11100.523357029","419.596","419.596","419.596"
"11115.5227342","417.145","417.145","417.145"
"11130.523182148","424.155","424.155","424.155"
"11145.523114787","424.069","424.069","424.069"
"11160.524750042","419.923","419.923","419.923"
"11175.523016155","426.605","426.605","426.605"
"11190.52317213","425.801","425.801","425.801"
"11205.522744328","421.91","421.91","421.91"
"11220.523143706","427.406","427.406","427.406"
"11235.523463318","427.92","427.92","427.92"
"11250.523096726","424.502","424.502","424.502"
"11265.522835661","425.234","425.234","425.234"
"11280.523315961","428.216","428.216","428.216"
"11295.523664964","420.69","420.69","420.69"
"11310.524285833","426.889","426.889","426.889"
"11325.523355546","429.408","429.408","429.408"
"11340.523237498","424.783","424.783","424.783"
"11355.523013912","433.791","433.791","433.791"
"11370.52573063","430.052","430.052","430.052"
"11385.523385206","423.898","423.898","423.898"
"11400.523693936","434.421","434.421","434.421"
"11415.524204228","429.132","429.132","429.132"
"11430.523702157","431.657","431.657","431.657"
"11445.524134496","436.245","436.245","436.245"
"11460.523262981","425.442","425.442","425.442"
"11475.523184574","429.103","429.103","429.103"
"11490.522983251","434.105","434.105","434.105"
"11505.522887243","428.829","428.829","428.829"
"11520.523169591","430.314","430.314","430.314"
"11535.525700859","425.767","425.767","425.767"
"11550.524784795","428.353","428.353","428.353"
"11565.523551817","430.521","430.521","430.521"
"11580.523059716","427.571","427.571","427.571"
"11595.524661686","435.026","435.026","435.026"
"11610.522427346","430.547","430.547","430.547"
"11625.52364304","422.985","422.985","422.985"
"11640.522979028","433.724","433.724","433.724"
"11655.524786859","430.498","430.498","430.498"
"11670.525907765","423.674","423.674","423.674"
"11685.52336591","432.7","432.7","432.7"
"11700.523094105","430.876","430.876","430.876"
"11715.523743925","425.723","425.723","425.723"
"11730.52352679","433.648","433.648","433.648"
"11745.524334327","429.695","429.695","429.695"
"11760.523526714","432.286","432.286","432.286"
"11775.522628374","430.746","430.746","430.746"
"11790.523326014","428.82","428.82","428.82"
"11805.522637485","430.318","430.318","430.318"
"11820.524592402","424.113","424.113","424.113"
"11835.523257616","432.297","432.297","432.297"
"11850.523311574","429.326","429.326","429.326"
"11865.523240416","426.463","426.463","426.463"
"11880.5232294","430.984","430.984","430.984"
"11895.524395226","429.34","429.34","429.34"
"11910.523643064","426.521","426.521","426.521"
"11925.523600139","430.723","430.723","430.723"
"11940.522830992","431.233","431.233","431.233"
"11955.522629764","426.605","426.605","426.605"
"11970.523209985","432.294","432.294","432.294"
"11985.523223778","429.621","429.621","429.621"
"12000.523572042","421.806","421.806","421.806"
"12015.523094497","434.44","434.44","434.44"
"12030.523442346","430.775","430.775","430.775"
"12045.523205011","432.438","432.438","432.438"
"12060.523166996","435.058","435.058","435.058"
"12075.523562018","426.688","426.688","426.688"
"12090.523514167","429.946","429.946","429.946"
"12105.524666951","428.737","428.737","428.737"
"12120.522359392","427.975","427.975","427.975"
"12135.523656031","431.491","431.491","431.491"
"12150.525139385","425.298","425.298","425.298"
"12165.523579754","430.676","430.676","430.676"
"12180.522914002","430.455","430.455","430.455"
"12195.523632494","425.271","425.271","425.271"
"12210.522644205","430.084","430.084","430.084"
"12225.52290248","431.08","431.08","431.08"
"12240.523068922","425.654","425.654","425.654"
"12255.522509482","429.669","429.669","429.669"
"12270.523085539","431.453","431.453","431.453"
"12285.523135656","427.503","427.503","427.503"
"12300.52335759","434.771","434.771","434.771"
"12315.523686479","431.32","431.32","431.32"
"12330.523707744","426.391","426.391","426.391"
"12345.524627835","434.362","434.362","434.362"
"12360.523860991","430.989","430.989","430.989"
"12375.523594992","431.364","431.364","431.364"
"12390.524151632","434.25","434.25","434.25"
"12405.522873662","428.494","428.494","428.494"
"12420.523282257","430.99","430.99","430.99"
"12435.523189198","425.59","425.59","425.59"
"12450.522922392","431.87","431.87","431.87"
"12465.52280342","430.572","430.572","430.572"
"12480.523102991","426.273","426.273","426.273"
"12495.523041216","429.917","429.917","429.917"
"12510.522809392","431.245","431.245","431.245"
"12525.523566923","427.729","427.729","427.729"
"12540.525081621","432.036","432.036","432.036"
"12555.522971067","431.464","431.464","431.464"
"12570.524008853","425.103","425.103","425.103"
"12585.523434409","430.763","430.763","430.763"
"12600.524009047","430.926","430.926","430.926"
"12615.52356985","422.239","422.239","422.239"
"12630.524460505","434.571","434.571","434.571"
"12645.524963645","430.336","430.336","430.336"
"12660.523589214","432.984","432.984","432.984"
"12675.523248508","431.448","431.448","431.448"
"12690.525702246","426.696","426.696","426.696"
"12705.52308089","429.907","429.907","429.907"
"12720.523251463","429.871","429.871","429.871"
"12735.523212056","427.846","427.846","427.846"
"12750.523925274","430.093","430.093","430.093"
"12765.522622234","425.372","425.372","425.372"
"12780.524398147","431.62","431.62","431.62"
"12795.523147137","431.267","431.267","431.267"
"12810.522524851","426.696","426.696","426.696"
"12825.522573303","427.426","427.426","427.426"
"12840.523163556","430.356","430.356","430.356"
"12855.523532629","425.759","425.759","425.759"
"12870.523879263","424.922","424.922","424.922"
"12885.523369328","430.82","430.82","430.82"
"12900.522929623","424.581","424.581","424.581"
"12915.524661722","438.585","438.585","438.585"
"12930.523122646","431.223","431.223","431.223"
"12945.522802232","433.317","433.317","433.317"
"12960.522996739","431.959","431.959","431.959"
"12975.523792644","428.941","428.941","428.941"
"12990.52361981","430.154","430.154","430.154"
"13005.522418363","427.468","427.468","427.468"
"13020.524844586","427.68","427.68","427.68"
"13035.525027935","430.807","430.807","430.807"
"13050.524204822","424.629","424.629","424.629"
"13065.522625486","429.428","429.428","429.428"
"13080.523810599","430.797","430.797","430.797"
"13095.522920689","424.468","424.468","424.468"
"13110.52403247","428.018","428.018","428.018"
"13125.522712676","430.52","430.52","430.52"
"13140.523437511","423.414","423.414","423.414"
"13155.524635089","425.948","425.948","425.948"
"13170.524176658","430.074","430.074","430.074"
"13185.524063362","424.796","424.796","424.796"
"13200.522879554","428.182","428.182","428.182"
"13215.523385481","430.069","430.069","430.069"
"13230.523058726","428.572","428.572","428.572"
"13245.522928551","428.996","428.996","428.996"
"13260.522998689","427.054","427.054","427.054"
"13275.523031873","429.32","429.32","429.32"
"13290.523736118","430.603","430.603","430.603"
"13305.523326716","427.974","427.974","427.974"
"13320.523451889","429.978","429.978","429.978"
"13335.523366965","426.73","426.73","426.73"
"13350.523568125","427.98","427.98","427.98"
"13365.52367038","431.06","431.06","431.06"
"13380.522947933","424.692","424.692","424.692"
"13395.523784077","429.494","429.494","429.494"
"13410.524136544","430.251","430.251","430.251"
"13425.523372715","424.183","424.183","424.183"
"13440.52283625","433.929","433.929","433.929"
"13455.522896121","429.907","429.907","429.907"
"13470.523855624","423.879","423.879","423.879"
"13485.523394501","433.461","433.461","433.461"
"13500.523758411","431.114","431.114","431.114"
"13515.523609149","426.938","426.938","426.938"
"13530.525780698","434.296","434.296","434.296"
"13545.523371844","430.618","430.618","430.618"
"13560.523277072","431.436","431.436","431.436"
"13575.522953347","433.028","433.028","433.028"
"13590.523304045","428.635","428.635","428.635"
"13605.523122861","430.127","430.127","430.127"
"13620.523540485","426.772","426.772","426.772"
"13635.523411081","430.249","430.249","430.249"
"13650.522718808","430.495","430.495","430.495"
"13665.524968036","426.098","426.098","426.098"
"13680.52393777","428.85","428.85","428.85"
"13695.523969133","430.843","430.843","430.843"
"13710.524494487","422.098","422.098","422.098"
"13725.52335419","439.528","439.528","439.528"
"13740.523273071","430.875","430.875","430.875"
"13755.523856787","431.053","431.053","431.053"
"13770.522570124","434.818","434.818","434.818"
"13785.522419312","427.437","427.437","427.437"
"13800.523056071","430.17","430.17","430.17"
"13815.523524331","424.61","424.61","424.61"
"13830.523753362","429.168","429.168","429.168"
"13845.523628831","430.717","430.717","430.717"
"13860.524492943","427.809","427.809","427.809"
"13875.523557991","430.676","430.676","430.676"
"13890.523544088","430.015","430.015","430.015"
"13905.522834247","424.634","424.634","424.634"
"13920.524220566","427.539","427.539","427.539"
"13935.52317448","430.807","430.807","430.807"
"13950.522784459","422.843","422.843","422.843"
"13965.523415972","428.722","428.722","428.722"
"13980.522973957","430.093","430.093","430.093"
"13995.523253528","425.466","425.466","425.466"
"14010.523174668","430.061","430.061","430.061"
"14025.523383562","431.57","431.57","431.57"
"14040.523444002","427.549","427.549","427.549"
"14055.523151789","435.217","435.217","435.217"
"14070.523172728","428.584","428.584","428.584"
"14085.522416627","431.421","431.421","431.421"
"14100.523388849","434.149","434.149","434.149"
"14115.524904023","429.994","429.994","429.994"
"14130.523670078","429.679","429.679","429.679"
"14145.523155383","429.89","429.89","429.89"
"14160.52292264","429.059","429.059","429.059"
"14175.523132024","430.92","430.92","430.92"
"14190.523084665","426.552","426.552","426.552"
"14205.524522856","430.419","430.419","430.419"
"14220.52387118","430.622","430.622","430.622"
"14235.522755026","425.074","425.074","425.074"
"14250.524358258","430.898","430.898","430.898"
"14265.524355352","430.725","430.725","430.725"
"14280.522683874","425.123","425.123","425.123"
"14295.523917427","438.287","438.287","438.287"
"14310.523414972","431.054","431.054","431.054"
"14325.523639369","426.949","426.949","426.949"
"14340.52330081","428.147","428.147","428.147"
"14355.523895568","430.289","430.289","430.289"
"14370.523632315","431.656","431.656","431.656"
"14385.522597724","432.254","432.254","432.254"
"14400.524271502","428.397","428.397","428.397"
"14415.523185565","430.1","430.1","430.1"
"14430.523871928","427.873","427.873","427.873"
"14445.522614161","427.893","427.893","427.893"
"14460.52338363","430.691","430.691","430.691"
"14475.524120999","424.757","424.757","424.757"
"14490.524612907","428.978","428.978","428.978"
