"Relative Time (Process)","ft1 - system/gpu.0.powerWatts","ft1 - system/gpu.0.powerWatts__MIN","ft1 - system/gpu.0.powerWatts__MAX"
"44820.354417871","426.892","426.892","426.892"
"44835.354100713","421.546","421.546","421.546"
"44850.35533075","426.576","426.576","426.576"
"44865.354172587","426.457","426.457","426.457"
"44880.354091144","423.184","423.184","423.184"
"44895.355463956","422.679","422.679","422.679"
"44910.354112891","426.865","426.865","426.865"
"44925.354554491","421.2","421.2","421.2"
"44940.354443474","423.791","423.791","423.791"
"44955.354100292","427.203","427.203","427.203"
"44970.354393471","422.149","422.149","422.149"
"44985.354544805","429.563","429.563","429.563"
"45000.355986831","425.891","425.891","425.891"
"45015.354188515","421.162","421.162","421.162"
"45030.356537074","420.739","420.739","420.739"
"45045.354011612","426.152","426.152","426.152"
"45060.354690931","421.046","421.046","421.046"
"45075.354758425","423.688","423.688","423.688"
"45090.353814136","426.659","426.659","426.659"
"45105.355751736","422.287","422.287","422.287"
"45120.354151986","428.13","428.13","428.13"
"45135.354341983","426.82","426.82","426.82"
"45150.353850067","422.733","422.733","422.733"
"45165.354280146","428.676","428.676","428.676"
"45180.354098186","428.735","428.735","428.735"
"45195.354107879","429.218","429.218","429.218"
"45210.353449002","427.839","427.839","427.839"
"45225.355325833","425.477","425.477","425.477"
"45240.354093647","425.507","425.507","425.507"
"45255.354527948","429.921","429.921","429.921"
"45270.354591725","423.321","423.321","423.321"
"45285.354284744","426.51","426.51","426.51"
"45300.354540252","422.283","422.283","422.283"
"45315.354291931","424.25","424.25","424.25"
"45330.35381936","427.679","427.679","427.679"
"45345.353901282","419.825","419.825","419.825"
"45360.353956825","426.556","426.556","426.556"
"45375.353981246","427.758","427.758","427.758"
"45390.353723415","420.234","420.234","420.234"
"45405.356046896","427.391","427.391","427.391"
"45420.353745504","428.112","428.112","428.112"
"45435.35454237","424.052","424.052","424.052"
"45450.354852959","427.203","427.203","427.203"
"45465.354525611","427.17","427.17","427.17"
"45480.353995522","423.184","423.184","423.184"
"45495.355172312","430.031","430.031","430.031"
"45510.354869468","426.823","426.823","426.823"
"45525.354209331","420.831","420.831","420.831"
"45540.355201052","430.092","430.092","430.092"
"45555.354002867","427.007","427.007","427.007"
"45570.354090039","422.417","422.417","422.417"
"45585.354400499","431.476","431.476","431.476"
"45600.356158081","427.227","427.227","427.227"
"45615.354969928","422.439","422.439","422.439"
"45630.353489677","429.352","429.352","429.352"
"45645.355263782","426.399","426.399","426.399"
"45660.353903619","420.787","420.787","420.787"
"45675.354917687","431.142","431.142","431.142"
"45690.353851042","77.468","77.468","77.468"
"45705.353529239","72.75","72.75","72.75"
"45720.353765221","70.91","70.91","70.91"
"45735.353536273","420.978","420.978","420.978"
"45750.354036618","423.188","423.188","423.188"
"45765.353882989","418.223","418.223","418.223"
"45780.354458755","422.682","422.682","422.682"
"45795.355362224","425.88","425.88","425.88"
"45810.35387328","418.289","418.289","418.289"
"45825.354790485","425.549","425.549","425.549"
"45840.354467269","426.955","426.955","426.955"
"45855.35391824","421.015","421.015","421.015"
"45870.354309975","425.426","425.426","425.426"
"45885.355072405","428.283","428.283","428.283"
"45900.354130463","423.224","423.224","423.224"
"45915.353527302","427.225","427.225","427.225"
"45930.35560444","427.932","427.932","427.932"
"45945.354321768","427.914","427.914","427.914"
"45960.355507016","423.696","423.696","423.696"
"45975.354416955","423.107","423.107","423.107"
"45990.35402765","424.189","424.189","424.189"
"46005.35399015","430.394","430.394","430.394"
"46020.354156792","422.709","422.709","422.709"
"46035.354284898","425.971","425.971","425.971"
"46050.353966589","422.927","422.927","422.927"
"46065.353803475","423.926","423.926","423.926"
"46080.354322168","426.891","426.891","426.891"
"46095.35418349","420.279","420.279","420.279"
"46110.353748629","422.365","422.365","422.365"
"46125.353668935","426.97","426.97","426.97"
"46140.354069546","422.833","422.833","422.833"
"46155.354027965","429.569","429.569","429.569"
"46170.354189513","427.218","427.218","427.218"
"46185.354198267","421.536","421.536","421.536"
"46200.353900935","427.509","427.509","427.509"
"46215.355232451","425.511","425.511","425.511"
"46230.355344518","421.464","421.464","421.464"
"46245.353617099","426.986","426.986","426.986"
"46260.356023553","425.736","425.736","425.736"
"46275.35416302","418.204","418.204","418.204"
"46290.353791155","427.541","427.541","427.541"
"46305.355712009","426.397","426.397","426.397"
"46320.353750058","421.713","421.713","421.713"
"46335.354065235","429.631","429.631","429.631"
"46350.353974549","426.92","426.92","426.92"
"46365.353901009","418.827","418.827","418.827"
"46380.35357235","430.895","430.895","430.895"
"46395.35421497","427.271","427.271","427.271"
"46410.354404358","421.599","421.599","421.599"
"46425.35591775","428.554","428.554","428.554"
"46440.35430945","426.825","426.825","426.825"
"46455.354054248","428.378","428.378","428.378"
"46470.353861677","423.661","423.661","423.661"
"46485.35401795","424.523","424.523","424.523"
"46500.354398403","428.729","428.729","428.729"
"46515.354306933","427.939","427.939","427.939"
"46530.353997346","423.409","423.409","423.409"
"46545.353866806","425.978","425.978","425.978"
"46560.353633541","422.576","422.576","422.576"
"46575.354709353","424.257","424.257","424.257"
"46590.353932156","425.742","425.742","425.742"
"46605.35536556","419.413","419.413","419.413"
"46620.354043514","424.574","424.574","424.574"
"46635.354096329","426.375","426.375","426.375"
"46650.353954212","422.801","422.801","422.801"
"46665.354234154","426.554","426.554","426.554"
"46680.35611126","426.748","426.748","426.748"
"46695.353635388","423.483","423.483","423.483"
"46710.354246663","428.029","428.029","428.029"
"46725.354307307","426.762","426.762","426.762"
"46740.353877624","422.025","422.025","422.025"
"46755.353787077","428.844","428.844","428.844"
"46770.354723386","426.643","426.643","426.643"
"46785.35417382","421.79","421.79","421.79"
"46800.354131764","427.294","427.294","427.294"
"46815.354264532","426.457","426.457","426.457"
"46830.354041969","425.009","425.009","425.009"
"46845.354570148","431.863","431.863","431.863"
"46860.353499781","427.196","427.196","427.196"
"46875.354108334","422.055","422.055","422.055"
"46890.353870155","432.962","432.962","432.962"
"46905.354586675","426.983","426.983","426.983"
"46920.354192643","419.124","419.124","419.124"
"46935.35436501","431.572","431.572","431.572"
"46950.354225218","426.47","426.47","426.47"
"46965.3545093","422.426","422.426","422.426"
"46980.354396883","426.095","426.095","426.095"
"46995.353810422","427.066","427.066","427.066"
"47010.354311002","429.011","429.011","429.011"
"47025.353941734","425.561","425.561","425.561"
"47040.354100293","422.679","422.679","422.679"
"47055.35381031","426.122","426.122","426.122"
"47070.353462702","427.231","427.231","427.231"
"47085.354401441","426.488","426.488","426.488"
"47100.354598327","427.328","427.328","427.328"
"47115.355403573","422.339","422.339","422.339"
"47130.35427317","428.147","428.147","428.147"
"47145.356009294","426.22","426.22","426.22"
"47160.354269306","422.745","422.745","422.745"
"47175.354298305","424.51","424.51","424.51"
"47190.353756008","426.371","426.371","426.371"
"47205.354354887","422.135","422.135","422.135"
"47220.353906193","424.529","424.529","424.529"
"47235.355571888","426.032","426.032","426.032"
"47250.354309054","421.541","421.541","421.541"
"47265.354320191","423.82","423.82","423.82"
"47280.353898131","426.215","426.215","426.215"
"47295.354814676","421.232","421.232","421.232"
"47310.355563146","425.19","425.19","425.19"
"47325.354492337","426.532","426.532","426.532"
"47340.354226521","428.202","428.202","428.202"
"47355.353613262","432.1","432.1","432.1"
"47370.353832686","422.288","422.288","422.288"
"47385.354074988","425.502","425.502","425.502"
"47400.354871015","427.643","427.643","427.643"
"47415.354276441","422.448","422.448","422.448"
"47430.354284389","425.249","425.249","425.249"
"47445.357020405","425.111","425.111","425.111"
"47460.355201246","424.655","424.655","424.655"
"47475.354387948","425.829","425.829","425.829"
"47490.353907495","419.655","419.655","419.655"
"47505.35570915","424.918","424.918","424.918"
"47520.353950611","425.843","425.843","425.843"
"47535.35461684","420.74","420.74","420.74"
"47550.354249984","424.1","424.1","424.1"
"47565.35379524","426.208","426.208","426.208"
"47580.354181232","422.434","422.434","422.434"
"47595.355567804","423.093","423.093","423.093"
"47610.354768794","425.993","425.993","425.993"
"47625.354393295","423.215","423.215","423.215"
"47640.353723358","425.295","425.295","425.295"
"47655.35384172","428.123","428.123","428.123"
"47670.354085432","419.438","419.438","419.438"
"47685.354286204","425.059","425.059","425.059"
"47700.353856541","427.034","427.034","427.034"
"47715.353577263","419.434","419.434","419.434"
"47730.354028412","423.144","423.144","423.144"
"47745.354233018","426.164","426.164","426.164"
"47760.353975885","422.002","422.002","422.002"
"47775.354103796","425.858","425.858","425.858"
"47790.355116073","426.761","426.761","426.761"
"47805.354849824","419.527","419.527","419.527"
"47820.354607826","426.987","426.987","426.987"
"47835.354210738","425.776","425.776","425.776"
"47850.353885153","424.648","424.648","424.648"
"47865.355013639","423.311","423.311","423.311"
"47880.354393584","426.881","426.881","426.881"
"47895.357013738","428.309","428.309","428.309"
"47910.354137853","427.356","427.356","427.356"
"47925.355318106","425.215","425.215","425.215"
"47940.354330862","425.825","425.825","425.825"
"47955.354073292","429.465","429.465","429.465"
"47970.355027754","426.866","426.866","426.866"
"47985.354069093","426.065","426.065","426.065"
"48000.353764153","425.399","425.399","425.399"
"48015.355393431","423.816","423.816","423.816"
"48030.354422672","426.816","426.816","426.816"
"48045.354695434","419.386","419.386","419.386"
"48060.354212402","421.63","421.63","421.63"
"48075.355034144","427.663","427.663","427.663"
"48090.354217617","422.791","422.791","422.791"
"48105.35356694","425.311","425.311","425.311"
"48120.354058985","427.488","427.488","427.488"
"48135.353644208","422.626","422.626","422.626"
"48150.354393743","429.507","429.507","429.507"
"48165.354269096","426.071","426.071","426.071"
"48180.355026376","422.882","422.882","422.882"
"48195.354992079","428.675","428.675","428.675"
"48210.354445159","426.841","426.841","426.841"
"48225.353962236","424.17","424.17","424.17"
"48240.354618865","426.484","426.484","426.484"
"48255.353764576","427.203","427.203","427.203"
"48270.353928747","422.232","422.232","422.232"
"48285.354413497","425.714","425.714","425.714"
"48300.354066772","427.811","427.811","427.811"
"48315.353890804","419.044","419.044","419.044"
"48330.354356404","424.931","424.931","424.931"
"48345.353484011","426.551","426.551","426.551"
"48360.35356429","422.016","422.016","422.016"
"48375.35510302","426.158","426.158","426.158"
"48390.355207008","427.018","427.018","427.018"
"48405.356908295","427.627","427.627","427.627"
"48420.355062948","423.768","423.768","423.768"
"48435.353410122","426.041","426.041","426.041"
"48450.354388092","424.937","424.937","424.937"
"48465.354413602","429.289","429.289","429.289"
"48480.353783288","425.904","425.904","425.904"
"48495.353944791","427.087","427.087","427.087"
"48510.35417691","424.038","424.038","424.038"
"48525.354354313","425.323","425.323","425.323"
"48540.354230087","426.647","426.647","426.647"
"48555.354005648","421.12","421.12","421.12"
"48570.354871828","422.459","422.459","422.459"
"48585.354330011","426.289","426.289","426.289"
"48600.355189321","421.839","421.839","421.839"
"48615.35406781","423.532","423.532","423.532"
"48630.354734227","425.896","425.896","425.896"
"48645.354285376","421.118","421.118","421.118"
"48660.355152834","427.37","427.37","427.37"
"48675.353795835","426.746","426.746","426.746"
"48690.353756324","421.894","421.894","421.894"
"48705.353841059","430.051","430.051","430.051"
"48720.353637695","425.69","425.69","425.69"
"48735.354319377","419.093","419.093","419.093"
"48750.3547724","425.768","425.768","425.768"
"48765.353902363","426.647","426.647","426.647"
"48780.355367508","424.584","424.584","424.584"
"48795.354343368","427.832","427.832","427.832"
"48810.353977719","426.74","426.74","426.74"
"48825.354139898","421.689","421.689","421.689"
"48840.353955331","427.346","427.346","427.346"
"48855.353800768","427.763","427.763","427.763"
"48870.354047838","423.237","423.237","423.237"
"48885.354116136","422.896","422.896","422.896"
"48900.353844026","426.268","426.268","426.268"
"48915.35415256","427.574","427.574","427.574"
"48930.35438479","424.068","424.068","424.068"
"48945.353472012","423.212","423.212","423.212"
"48960.354256395","425.713","425.713","425.713"
"48975.355465095","430.857","430.857","430.857"
"48990.354420215","423.237","423.237","423.237"
"49005.354684664","427.037","427.037","427.037"
"49020.355220686","422.71","422.71","422.71"
"49035.354060763","424.539","424.539","424.539"
"49050.354007413","426.793","426.793","426.793"
"49065.354975697","420.991","420.991","420.991"
"49080.353823837","425.176","425.176","425.176"
