#{"t_start": 1734416356.5535643, "env_id": "None"}
r,l,t
-6641.592385,1000,29214.493233
-28967.994061,1000,29240.322881
-138233.621393,1000,29266.137954
-21997.783488,1000,29291.753718
-656.241354,1000,29318.261913
-864.411271,1000,29344.418137
-17104.09714,1000,29476.758279
-619.208515,1000,29502.56652
-46664.289821,1000,29528.160498
-10807.181342,1000,29553.368371
-746.487716,1000,29579.206781
-662.755909,1000,29606.784918
-725.771332,1000,29633.525435
-26380.323181,1000,29658.024491
-5898.765745,1000,29682.324767
-22766.68662,1000,29707.564309
-65626.174511,1000,29838.233232
-23074.746891,1000,29863.295816
-4818.705301,1000,29887.606477
-673.413464,1000,29912.246372
-662.882972,1000,29939.236928
-20370.32535,1000,29966.076284
-3586.643451,1000,29991.221961
-7380.059353,1000,30016.507653
-23698.923269,1000,30043.388872
-9811.280166,1000,30068.710027
-2916.973947,1000,30201.396871
-1191.406788,1000,30225.924403
-738.281004,1000,30251.284445
-10495.714628,1000,30276.218072
-670.380969,1000,30303.691065
-15223.999957,1000,30328.057745
-790.706557,1000,30352.733495
-742.102069,1000,30377.666974
-618.56043,1000,30401.998671
-854.016099,1000,30427.283759
-28927.748922,1000,30559.347985
-7939.805772,1000,30584.105913
-10155.766281,1000,30608.384221
-2303.970754,1000,30632.720797
